"Conjunto","Alfa","Acesso-Medio"
28,76,1.89079
28,78,1.94744
28,80,2.0775
28,82,2.11098
28,84,2.21548
28,86,2.30465
28,88,2.51932
28,90,2.69889
28,92,2.88696
28,94,3.29043
28,96,4.04479
28,98,5.26224
29,2,1
29,4,1
29,6,1.01667
29,8,1.025
29,10,1.03
29,12,1.05
29,14,1.05
29,16,1.0625
29,18,1.07222
29,20,1.08
29,22,1.09091
29,24,1.09583
29,26,1.11923
29,28,1.125
29,30,1.13333
29,32,1.1375
29,34,1.16471
29,36,1.16111
29,38,1.18158
29,40,1.21
29,42,1.24762
29,44,1.27727
29,46,1.30435
29,48,1.31875
29,50,1.36
29,52,1.41731
29,54,1.45
29,56,1.47857
29,58,1.4931
29,60,1.51833
29,62,1.58226
29,64,1.60469
29,66,1.6303
29,68,1.67647
29,70,1.68857
29,72,1.74583
29,74,1.78108
29,76,1.82368
29,78,1.87821
29,80,1.8925
29,82,2.01707
29,84,2.1119
29,86,2.22209
29,88,2.37614
29,90,2.55667
29,92,2.77283
29,94,3.10745
29,96,3.65833
29,98,4.4449
30,2,1
30,4,1.075
30,6,1.1
30,8,1.0875
30,10,1.1
30,12,1.09167
30,14,1.09286
30,16,1.10625
30,18,1.12778
30,20,1.14
30,22,1.15
30,24,1.18333
30,26,1.18077
30,28,1.21429
30,30,1.24333
30,32,1.24375
30,34,1.27059
30,36,1.27778
30,38,1.29737
30,40,1.3075
30,42,1.32857
30,44,1.35909
30,46,1.36739
30,48,1.37917
30,50,1.404
30,52,1.41923
30,54,1.42407
30,56,1.4625
30,58,1.52241
30,60,1.56
30,62,1.60806
30,64,1.64062
30,66,1.6803
30,68,1.68971
30,70,1.71286
30,72,1.76944
30,74,1.82568
30,76,1.86842
30,78,1.92949
30,80,2.115
30,82,2.22927
30,84,2.325
30,86,2.56628
30,88,2.7875
30,90,2.95889
30,92,3.30435
30,94,3.89468
30,96,4.53646
30,98,6.05102
31,2,1
31,4,1.025
31,6,1.01667
31,8,1.025
31,10,1.03
31,12,1.04167
31,14,1.04286
31,16,1.075
31,18,1.09444
31,20,1.11
31,22,1.11818
31,24,1.12917
31,26,1.11923
31,28,1.125
31,30,1.15
31,32,1.15625
31,34,1.18529
31,36,1.20833
31,38,1.21842
31,40,1.23
31,42,1.25476
31,44,1.26818
31,46,1.27391
31,48,1.29167
31,50,1.31
31,52,1.34615
31,54,1.39074
31,56,1.44464
31,58,1.48966
31,60,1.51667
31,62,1.56935
31,64,1.62344
31,66,1.7
31,68,1.73676
31,70,1.74714
31,72,1.83333
31,74,1.86757
31,76,1.89868
