"Conjunto","Alfa","Acesso-Medio"
29,52,1.38417
29,54,1.44796
29,56,1.46416
29,58,1.54152
29,60,1.58361
29,62,1.63269
29,64,1.70219
29,66,1.74924
29,68,1.79025
29,70,1.95696
29,72,2.10042
29,74,2.18182
29,76,2.24703
29,78,2.36808
29,80,2.55332
29,82,2.59608
29,84,2.87575
29,86,3.22054
29,88,3.55074
29,90,3.93423
29,92,4.52999
29,94,5.34792
29,96,6.21944
29,98,7.91198
30,2,1
30,4,1.02564
30,6,1.0339
30,8,1.05063
30,10,1.07071
30,12,1.10924
30,14,1.1223
30,16,1.18868
30,18,1.18436
30,20,1.19598
30,22,1.21005
30,24,1.22594
30,26,1.23166
30,28,1.24014
30,30,1.26756
30,32,1.32288
30,34,1.33432
30,36,1.35754
30,38,1.37566
30,40,1.40704
30,42,1.42823
30,44,1.4589
30,46,1.47817
30,48,1.49791
30,50,1.51406
30,52,1.5251
30,54,1.57063
30,56,1.6129
30,58,1.64014
30,60,1.66555
30,62,1.69741
30,64,1.75862
30,66,1.87538
30,68,1.92467
30,70,2.04591
30,72,2.09205
30,74,2.30665
30,76,2.50991
30,78,2.83398
30,80,2.97992
30,82,3.56793
30,84,3.85185
30,86,4.32322
30,88,4.67389
30,90,5.18841
30,92,5.69575
30,94,7.83778
30,96,11.3093
30,98,13.6203
31,2,1
31,4,1.05128
31,6,1.0339
31,8,1.05063
31,10,1.06061
31,12,1.07563
31,14,1.07914
31,16,1.13208
31,18,1.14525
31,20,1.14573
31,22,1.15525
31,24,1.159
31,26,1.16216
31,28,1.17921
31,30,1.2107
31,32,1.21944
31,34,1.23077
31,36,1.23464
31,38,1.24603
31,40,1.26633
31,42,1.311
31,44,1.34703
31,46,1.36026
31,48,1.38703
31,50,1.44177
31,52,1.5
31,54,1.55019
31,56,1.58781
31,58,1.60381
31,60,1.6806
31,62,1.72816
31,64,1.83072
31,66,1.8693
31,68,1.94387
31,70,1.99283
31,72,2.06416
31,74,2.13161
31,76,2.40026
31,78,2.49292
31,80,2.65119
31,82,2.84823
31,84,2.98327
31,86,3.29872
31,88,3.71608
